Codi;Descripció;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
0101020200010001;TOTAL NACIONAL. DEFUNCIONS ANUALS;53;51;55;61;47;55;57;73;61;72;75;77;75;88;93;96;113;102;91;110;132;116;88;143;122;140;110;153;156;127;157;164;165;179;176;206;209;191;217;219;211;184;219;197;197;235;207;227;215;218;221;281;276;260;230;237;272;239;275;303;239;276;282;310;323;334;301;419;386;371
