2018-07,47213,
2018-08,46096,
2018-09,44716,
2018-10,48866,
2018-11,48718,
2018-12,51902,596552
2019-01,59191,
2019-02,54760,
2019-03,52395,
2019-04,48069,
2019-05,48022,
2019-06,45315,
2019-07,46877,
2019-08,45899,
2019-09,45062,
2019-10,49222,
2019-11,50808,
2019-12,53788,599408
2020-01,56261,
2020-02,50329,
2020-03,61898,
2020-04,65851,
2020-05,47953,
2020-06,45113,
2020-07,45999,
2020-08,48041,
2020-09,48037,
2020-10,56931,
2020-11,65059,
2020-12,63127,654599
2021-01,65530,
2021-02,56086,
2021-03,57332,
2021-04,56174,
2021-05,51332,
2021-06,44883,
2021-07,47343,
2021-08,49011,
2021-09,48267,
2021-10,52650,
2021-11,52694,
2021-12,62899,644201
2022-01,65000,
2022-02,55600,
2022-03,55900,
2022-04,54900,
2022-05,49900,
2022-06,47000,
2022-07,53300,
2022-08,51300,
2022-09,48200,
2022-10,54600,
2022-11,53500,
2022-12,69200,658400
2023-01,62500,
2023-02,50900,
2023-03,54000,
2023-04,50200,
2023-05,49600,
2023-06,46100,
