"Mortality; key figures"
"Gender: Total male and female"
"";"";"Periods"
"Topic";"";"1950";"1951";"1952";"1953";"1954";"1955";"1956";"1957";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022"
"Total deaths";"number";"75929";"77560";"76346";"80901";"79623";"81708";"84809";"82961";"84491";"86072";"87825";"88321";"93969";"95734";"93437";"98026";"100516";"99792";"104989";"107615";"109619";"110243";"113576";"110682";"109250";"113737";"114454";"110093";"114415";"112565";"114279";"115515";"117264";"117761";"119812";"122704";"125307";"122199";"124163";"128905";"128824";"129958";"129887";"137795";"133471";"135675";"137561";"135783";"137482";"140487";"140527";"140377";"142355";"141936";"136553";"136402";"135372";"133022";"135136";"134235";"136058";"135741";"140813";"141245";"139223";"147134";"148997";"150214";"153363";"151885";"168678";"170972";"170112"
"Source: CBS"
